128up	506
14-3-3epsilon	9305
14-3-3zeta	4372
140up	62
18SrRNA-Psi:CR41602	52853
18SrRNA-Psi:CR45861	31538
18w	63
26-29-p	5972
28SrRNA-Psi:CR40596	30491
28SrRNA-Psi:CR40741	152
28SrRNA-Psi:CR41609	303
28SrRNA-Psi:CR45848	31
28SrRNA-Psi:CR45851	70851
28SrRNA-Psi:CR45853	5
28SrRNA-Psi:CR45855	1835
28SrRNA-Psi:CR45859	40661
28SrRNA-Psi:CR45860	14
28SrRNA-Psi:CR45862	18237
2SrRNA-Psi:CR40677	0
2SrRNA-Psi:CR45850	0
2SrRNA-Psi:CR45858	0
2mit	27
312	120
4E-T	565
5-HT1A	2
5-HT1B	1
5-HT2A	3
5-HT2B	0
5-HT7	3
5.8SrRNA-Psi:CR45849	4
5.8SrRNA-Psi:CR45854	3295
5.8SrRNA-Psi:CR45857	3
5.8SrRNA-Psi:CR45863	928
5PtaseI	95
5SrRNA-Psi:CR33356	0
5SrRNA-Psi:CR33363	4
5SrRNA-Psi:CR33371	0
5SrRNA-Psi:CR33416	0
7B2	2
825-Oak	0
A16	366
AANAT1	10
AANATL2	1
AANATL3	8
AANATL4	0
AANATL5	0
AANATL6	0
AANATL7	6
ABCA	542
ABCB7	884
ABCD	555
ACC	4628
ACXA	0
ACXB	0
ACXC	0
ACXD	4
ACXE	2
ADD1	559
ADPS	0
AGBE	1288
AGO1	3016
AGO2	6779
AGO3	90
AIF	512
AIMP1	346
AIMP2	435
AIMP3	310
ALiX	2318
AMPKalpha	510
AMPdeam	1448
AOX1	2211
AOX2	68
AOX3	1276
AOX4	2
AP-1-2beta	2414
AP-1gamma	1541
AP-1mu	796
AP-1sigma	340
AP-2alpha	1201
AP-2mu	757
AP-2sigma	100
APC10	59
APC4	193
APC7	11
APP-BP1	248
AQP	1
ARY	0
ASPP	1
ATP6AP2	2439
ATP7	1290
ATP8A	212
ATP8B	7422
ATPCL	3100
ATPsynB	1493
ATPsynC	6670
ATPsynCF6	1312
ATPsynCF6L	0
ATPsynD	1259
ATPsynE	712
ATPsynF	1083
ATPsynG	921
ATPsynGL	0
ATPsynO	1481
ATPsynbeta	4386
ATPsynbetaL	230
ATPsyndelta	1045
ATPsynepsilonL	31
ATPsyngamma	5014
ATbp	76
Aasdh	186
Aatf	265
Abd-B	0
Abi	1102
Abl	32729
Abp1	879
Ac13E	77
Ac3	283
Ac76E	95
Ac78C	1099
AcCoAS	992
Acam	0
Acbp1	130
Acbp2	1
Acbp3	0
Acbp4	0
Acbp5	0
Acbp6	0
Ace	7
Acer	200
Acf	1106
Achl	3
Ack	810
Ack-like	1244
Acn	989
Acox57D-d	36
Acox57D-p	344
Acp1	0
Acp24A4	0
Acp26Aa	0
Acp26Ab	0
Acp29AB	0
Acp32CD	2
Acp33A	0
Acp36DE	0
Acp53C14a	0
Acp53C14b	0
Acp53C14c	1
Acp53Ea	0
Acp54A1	0
Acp62F	0
Acp63F	0
Acp65Aa	0
Acp76A	0
Acp95EF	0
Acp98AB	0
Acph-1	574
Acsl	2567
Act42A	25573
Act57B	22
Act5C	63399
Act79B	6
Act87E	18
Act88F	12
Actbeta	3
Actn	966
Actn3	0
Acyp	0
Acyp2	73
AdSL	289
AdSS	3962
Ada	104
Ada1-1	44
Ada1-2	98
Ada2a	157
Ada2b	406
Ada3	376
AdamTS-A	373
AdamTS-B	93
Adar	540
Adat1	23
Adck	243
AdenoK	376
Adf1	385
Adgf-A	4626
Adgf-A2	31
Adgf-B	0
Adgf-C	1
Adgf-D	2
Adgf-E	0
Adh	2
Adhr	0
Adi1	270
AdipoR	900
Adk1	74
Adk2	1170
Adk3	40
AdoR	6
Aduk	98
Ady43A	145
Aef1	457
Afti	307
Ag5r	2
Ag5r2	1
AgmNAT	34
Agpat1	151
Agpat2	42
Agpat3	1529
Agpat4	32
Ahcy	2370
AhcyL1	1248
AhcyL2	2
Ak6	13
Akap200	9161
Akh	2
AkhR	1
Akt1	1146
AlaRS	4218
AlaRS-m	270
Aladin	271
Alas	440
Ald1	5544
Ald2	0
Aldh	2909
Aldh-III	1294
Aldh7A1	265
Alg-2	248
Alg1	1244
Alg10	265
Alg11	630
Alg14	58
Alg2	518
Alg3	348
Alg9	383
Alh	748
Alk	14
AlkB	24
Alp1	0
Alp10	0
Alp11	19
Alp12	1343
Alp13	0
Alp2	0
Alp4	102
Alp5	1
Alp6	12
Alp7	2
Alp8	0
Alp9	2
Alr	308
Als2	424
Ama	403
Amacr	131
Amnionless	0
Amph	338
Amt	51
Amun	1343
Amy-d	16
Amy-p	123
Amyrel	0
Ance	489
Ance-2	7
Ance-3	0
Ance-4	39
Ance-5	28
Andorra	0
Ank	2370
Ank2	10
Ankle2	1302
Anp	10
Ant2	1951
Antp	1
AnxB10	1642
AnxB11	734
AnxB9	3587
Aos1	656
Apc	3347
Apc2	270
ApepP	655
Apf	40
Apl	272
Aplip1	9
Apoltp	233
Appl	34
Aprt	57
Aps	1443
Arc1	8597
Arc2	372
Arc42	587
Archease	346
Arf102F	184
Arf51F	1090
Arf79F	2306
ArfGAP1	613
ArfGAP3	859
Arfip	482
Arfrp1	112
ArgRS	640
ArgRS-m	101
Argk	702
Argl	61
Arl1	366
Arl2	94
Arl4	153
Arl5	147
Arl6	0
Arl6IP1	603
Arl8	467
Arp1	1100
Arp10	282
Arp2	1358
Arp3	2206
Arp5	313
Arp53D	0
Arp6	612
Arp8	496
Arpc1	4343
Arpc2	1651
Arpc3A	591
Arpc3B	226
Arpc4	895
Arpc5	568
Arr1	0
Arr2	5
Ars2	1181
Art1	1092
Art2	1
Art3	304
Art4	492
Art6	0
Art7	339
Art8	139
Art9	0
Arts	957
Arv1	28
Asap	1028
Asator	88
Asciz	80
Ask1	933
AsnRS	2759
AsnRS-m	53
AsnS	391
AspRS	2747
AspRS-m	1425
Asph	65
Ass	0
AstA	3
AstA-R1	2
AstA-R2	0
AstC	0
AstC-R1	0
AstC-R2	0
AstCC	0
Asx	1135
Atac1	120
Atac2	256
Atac3	311
Ate1	369
Atet	573
Atf-2	107
Atf3	165
Atf6	219
Atg1	815
Atg10	10
Atg101	115
Atg12	15
Atg13	389
Atg14	470
Atg16	781
Atg17	882
Atg18a	733
Atg18b	337
Atg2	1234
Atg3	259
Atg4a	658
Atg4b	188
Atg5	206
Atg6	102
Atg7	148
Atg8a	1172
Atg8b	0
Atg9	777
Atox1	100
Atpalpha	9669
AttA	14
AttB	36
AttC	0
AttD	15
Atu	816
Atx-1	27
Atx2	2811
Atxn7	349
Aven	74
Awh	0
Axn	989
Axs	317
Axud1	509
B-H1	0
B-H2	0
B4	1150
B52	3071
B9d1	2
B9d2	1
BBIP1	446
BBS1	0
BBS4	2
BBS5	0
BBS8	16
BBS9	1
BCAS2	201
BCL7-like	164
BEAF-32	318
BG642163	0
BG642167	0
BG642312	0
BHD	143
BI-1	914
BOD1	925
BORCS5	110
BORCS6	106
BORCS7	12
BRWD3	1751
BTBD9	226
Bacc	1062
Bace	2
Balat	36
Baldspot	1514
Bap111	1239
Bap170	1638
Bap55	569
Bap60	1450
Bdbt	251
Bdp1	527
Bem46	262
Best1	1335
Best2	0
Best3	0
Best4	0
Bet1	197
Bet3	104
Bet5	131
Bgb	418
BicC	2
BicD	1634
BigH1	1
Bili	3
Bin1	854
Bka	81
Blimp-1	1
Blm	282
Blos1	89
Blos2	43
Blos3	50
Blos4	32
Bmcp	243
BoYb	327
BobA	0
Br140	942
Brca2	78
Brd	0
Brd8	531
Bre1	819
Brf	504
Brms1	518
Bro	0
Bruce	5231
Bsg	3830
Bsg25A	0
Bsg25D	487
BtbVII	2088
BthD	536
Btk29A	892
Btnd	13
BuGZ	970
Bub1	594
Bub3	834
BubR1	701
Buffy	9
Bug22	218
Burs	0
Bx	115
Bx42	897
C15	1
C1GalTA	3297
C3G	3663
C901	0
CAH1	27
CAH13	0
CAH14	0
CAH15	0
CAH16	0
CAH2	523
CAH3	880
CAH4	0
CAH5	0
CAH6	0
CAH7	75
CAH8	1
CAH9	6
CAHbeta	6
CAP	885
CARPA	0
CARPB	3
CASK	2039
CBP	5
CCAP	0
CCAP-R	0
CCDC151	0
CCDC53	47
CCHa1	0
CCHa1-R	0
CCHa2	1
CCHa2-R	0
CCKLR-17D1	0
CCKLR-17D3	18
CCT1	3152
CCT2	4723
CCT3	4946
CCT4	4026
CCT5	7059
CCT6	4362
CCT7	5340
CCT8	4809
CCY	0
CD98hc	2698
CDC45L	154
CDC50	2066
CDK2AP1	314
CDase	296
CG10000	0
CG10005	6
CG10011	1067
CG10013	5
CG10014	0
CG10019	15
CG10026	90
CG10029	0
CG10031	1
CG10035	0
CG10038	202
CG10041	14
CG10050	29
CG10051	0
CG10053	44
CG10055	526
CG10062	2
CG10063	68
CG10064	17
CG10068	141
CG10073	1
CG10075	194
CG10077	3047
CG10081	0
CG10082	812
CG10086	1
CG10089	135
CG10096	6
CG10097	3
CG10098	169
CG10103	760
CG10104	0
CG10116	1
CG10126	100
CG10132	70
CG10137	202
CG10139	189
CG10140	1
CG10147	34
CG10151	12
CG10154	0
CG10163	1
CG10164	0
CG10165	134
CG10166	429
CG10171	258
CG10175	1
CG10177	0
CG10182	0
CG10183	0
CG10184	3
CG10185	23
CG10188	386
CG10189	262
CG10194	101
CG10195	123
CG10205	0
CG10208	28
CG10209	193
CG10211	6
CG10214	111
CG10222	77
CG10226	1
CG10232	165
CG10237	41
CG1024	226
CG10252	0
CG10254	428
CG10257	0
CG10264	4
CG10265	95
CG10268	155
CG10274	336
CG10280	0
CG10283	40
CG10286	550
CG10298	2
CG10300	0
CG10301	1
CG10307	15
CG10311	7
CG10317	0
CG10321	781
CG10324	122
CG10332	0
CG10333	619
CG10336	193
CG10337	136
CG10338	182
CG10339	0
CG10340	271
CG10341	303
CG10343	115
CG10344	37
CG10345	0
CG10347	334
CG10348	3
CG10352	8
CG10353	907
CG10357	1
CG10359	307
CG10361	0
CG10362	125
CG10365	148
CG10366	264
CG10375	199
CG10376	961
CG10383	1075
CG10384	0
CG10395	54
CG10405	29
CG10407	38
CG10413	729
CG10417	726
CG10418	224
CG10425	251
CG10428	149
CG10431	13
CG10433	731
CG10435	301
CG10444	1592
CG10445	174
CG10459	0
CG10462	753
CG10463	176
CG10465	322
CG10466	35
CG10467	290
CG10469	57
CG10470	170
CG10472	33
CG10474	0
CG10477	0
CG10479	1
CG10481	1
CG10483	4
CG10486	0
CG10492	993
CG10494	52
CG10495	79
CG10505	10
CG10508	2
CG10510	0
CG10512	172
CG10513	0
CG10514	0
CG10516	105
CG10527	944
CG10543	1939
CG10550	56
CG10553	1
CG10555	710
CG10559	42
CG10560	0
CG10561	40
CG10562	0
CG10565	1622
CG10570	1
CG10576	2500
CG10581	27
CG10584	47
CG10587	0
CG10588	4
CG10589	2
CG10591	0
CG10597	0
CG10598	0
CG10600	1066
CG10602	682
CG10616	339
CG10621	24
CG10623	111
CG10628	253
CG10631	1512
CG10638	770
CG10646	122
CG10650	2
CG10651	0
CG10654	4
CG10657	29
CG10660	45
CG10663	17
CG10669	40
CG10672	167
CG10674	145
CG10680	0
CG10681	60
CG10694	0
CG10700	5
CG10702	66
CG10710	0
CG10713	0
CG10725	0
CG10730	17
CG10731	60
CG10734	7
CG10737	2404
CG10738	36
CG1074	160
CG10747	62
CG10748	0
CG10749	0
CG10750	0
CG10752	0
CG10761	0
CG10764	56
CG1077	24
CG10778	196
CG10793	1
CG10795	224
CG10799	3
CG10801	30
CG10802	389
CG10803	297
CG10804	19
CG10809	176
CG10814	0
CG10822	0
CG10834	11
CG10839	0
CG10841	0
CG10845	0
CG10853	0
CG10859	31
CG10862	0
CG10863	457
CG10864	9
CG10866	50
CG10869	2
CG10874	365
CG10877	100
CG10880	53
CG10887	0
CG10889	190
CG10898	139
CG1090	9
CG10903	112
CG10904	93
CG10907	107
CG10909	0
CG10910	0
CG10911	0
CG10912	0
CG10914	110
CG10915	472
CG10916	294
CG10918	0
CG10919	0
CG1092	7707
CG10920	0
CG10927	40
CG10931	0
CG10932	260
CG10934	0
CG10936	189
CG10939	18
CG10943	0
CG10947	6
CG10948	307
CG10949	149
CG10950	0
CG10953	1
CG10958	59
CG10959	51
CG10960	2737
CG10962	634
CG10969	0
CG10970	0
CG10973	147
CG10979	577
CG10984	248
CG10993	3
CG10996	3
CG11000	13
CG11007	237
CG11018	0
CG11029	2
CG1103	442
CG11030	514
CG11034	0
CG11035	39
CG11037	2
CG11041	0
CG11044	0
CG1105	296
CG11050	683
CG11052	1
CG11060	0
CG11068	0
CG11069	1
CG11070	669
CG11073	1
CG11076	257
CG11077	190
CG11085	0
CG11089	319
CG11095	76
CG11099	0
