128up	479
14-3-3epsilon	8033
14-3-3zeta	4976
140up	64
18SrRNA-Psi:CR41602	51270
18SrRNA-Psi:CR45861	35067
18w	39
26-29-p	7168
28SrRNA-Psi:CR40596	30729
28SrRNA-Psi:CR40741	74
28SrRNA-Psi:CR41609	235
28SrRNA-Psi:CR45848	17
28SrRNA-Psi:CR45851	69223
28SrRNA-Psi:CR45853	2
28SrRNA-Psi:CR45855	1609
28SrRNA-Psi:CR45859	39128
28SrRNA-Psi:CR45860	6
28SrRNA-Psi:CR45862	17790
2SrRNA-Psi:CR40677	0
2SrRNA-Psi:CR45850	0
2SrRNA-Psi:CR45858	0
2mit	32
312	110
4E-T	599
5-HT1A	4
5-HT1B	0
5-HT2A	3
5-HT2B	0
5-HT7	0
5.8SrRNA-Psi:CR45849	8
5.8SrRNA-Psi:CR45854	2797
5.8SrRNA-Psi:CR45857	1
5.8SrRNA-Psi:CR45863	899
5PtaseI	72
5SrRNA-Psi:CR33356	0
5SrRNA-Psi:CR33363	1
5SrRNA-Psi:CR33371	0
5SrRNA-Psi:CR33416	0
7B2	2
825-Oak	0
A16	371
AANAT1	9
AANATL2	1
AANATL3	4
AANATL4	0
AANATL5	1
AANATL6	0
AANATL7	9
ABCA	620
ABCB7	1104
ABCD	621
ACC	4545
ACXA	0
ACXB	1
ACXC	2
ACXD	4
ACXE	2
ADD1	563
ADPS	0
AGBE	904
AGO1	3259
AGO2	7473
AGO3	110
AIF	484
AIMP1	358
AIMP2	443
AIMP3	214
ALiX	2545
AMPKalpha	636
AMPdeam	1559
AOX1	1776
AOX2	66
AOX3	1585
AOX4	2
AP-1-2beta	2273
AP-1gamma	1399
AP-1mu	941
AP-1sigma	352
AP-2alpha	1085
AP-2mu	781
AP-2sigma	120
APC10	36
APC4	146
APC7	12
APP-BP1	226
AQP	2
ARY	0
ASPP	3
ATP6AP2	2364
ATP7	793
ATP8A	199
ATP8B	7455
ATPCL	3111
ATPsynB	1512
ATPsynC	6675
ATPsynCF6	1346
ATPsynCF6L	0
ATPsynD	1275
ATPsynE	643
ATPsynF	1087
ATPsynG	932
ATPsynGL	0
ATPsynO	1371
ATPsynbeta	4733
ATPsynbetaL	203
ATPsyndelta	901
ATPsynepsilonL	19
ATPsyngamma	5220
ATbp	71
Aasdh	203
Aatf	369
Abd-B	1
Abi	949
Abl	45066
Abp1	755
Ac13E	62
Ac3	269
Ac76E	81
Ac78C	1470
AcCoAS	1217
Acam	0
Acbp1	89
Acbp2	6
Acbp3	0
Acbp4	0
Acbp5	0
Acbp6	0
Ace	3
Acer	186
Acf	1227
Achl	14
Ack	800
Ack-like	1289
Acn	969
Acox57D-d	42
Acox57D-p	414
Acp1	0
Acp24A4	0
Acp26Aa	0
Acp26Ab	0
Acp29AB	0
Acp32CD	0
Acp33A	0
Acp36DE	0
Acp53C14a	0
Acp53C14b	0
Acp53C14c	0
Acp53Ea	0
Acp54A1	0
Acp62F	0
Acp63F	0
Acp65Aa	0
Acp76A	0
Acp95EF	0
Acp98AB	0
Acph-1	555
Acsl	2554
Act42A	14992
Act57B	12
Act5C	44481
Act79B	6
Act87E	9
Act88F	0
Actbeta	1
Actn	1034
Actn3	0
Acyp	0
Acyp2	58
AdSL	263
AdSS	3969
Ada	122
Ada1-1	72
Ada1-2	110
Ada2a	146
Ada2b	398
Ada3	359
AdamTS-A	197
AdamTS-B	140
Adar	516
Adat1	19
Adck	210
AdenoK	458
Adf1	382
Adgf-A	2957
Adgf-A2	19
Adgf-B	1
Adgf-C	1
Adgf-D	3
Adgf-E	0
Adh	5
Adhr	1
Adi1	380
AdipoR	922
Adk1	56
Adk2	1166
Adk3	77
AdoR	4
Aduk	107
Ady43A	125
Aef1	546
Afti	275
Ag5r	2
Ag5r2	0
AgmNAT	27
Agpat1	186
Agpat2	51
Agpat3	1569
Agpat4	45
Ahcy	2304
AhcyL1	1236
AhcyL2	2
Ak6	22
Akap200	7337
Akh	1
AkhR	0
Akt1	1255
AlaRS	3876
AlaRS-m	267
Aladin	280
Alas	592
Ald1	4466
Ald2	0
Aldh	3595
Aldh-III	1498
Aldh7A1	343
Alg-2	251
Alg1	1612
Alg10	263
Alg11	741
Alg14	50
Alg2	626
Alg3	375
Alg9	309
Alh	400
Alk	29
AlkB	32
Alp1	2
Alp10	3
Alp11	11
Alp12	1593
Alp13	0
Alp2	0
Alp4	102
Alp5	0
Alp6	15
Alp7	1
Alp8	2
Alp9	0
Alr	220
Als2	505
Ama	75
Amacr	106
Amnionless	2
Amph	392
Amt	32
Amun	1256
Amy-d	50
Amy-p	312
Amyrel	0
Ance	426
Ance-2	4
Ance-3	0
Ance-4	24
Ance-5	18
Andorra	0
Ank	2092
Ank2	12
Ankle2	1231
Anp	6
Ant2	260
Antp	0
AnxB10	1901
AnxB11	731
AnxB9	3688
Aos1	587
Apc	2978
Apc2	226
ApepP	485
Apf	52
Apl	348
Aplip1	9
Apoltp	168
Appl	31
Aprt	90
Aps	1472
Arc1	5374
Arc2	494
Arc42	635
Archease	379
Arf102F	252
Arf51F	1335
Arf79F	2323
ArfGAP1	632
ArfGAP3	1004
Arfip	626
Arfrp1	102
ArgRS	594
ArgRS-m	103
Argk	232
Argl	69
Arl1	336
Arl2	109
Arl4	175
Arl5	168
Arl6	1
Arl6IP1	480
Arl8	567
Arp1	1144
Arp10	317
Arp2	1232
Arp3	1973
Arp5	280
Arp53D	0
Arp6	573
Arp8	452
Arpc1	4598
Arpc2	2294
Arpc3A	558
Arpc3B	229
Arpc4	910
Arpc5	597
Arr1	0
Arr2	4
Ars2	1241
Art1	913
Art2	0
Art3	296
Art4	505
Art6	0
Art7	337
Art8	149
Art9	0
Arts	691
Arv1	29
Asap	957
Asator	80
Asciz	60
Ask1	805
AsnRS	3037
AsnRS-m	54
AsnS	508
AspRS	2685
AspRS-m	1462
Asph	73
Ass	0
AstA	1
AstA-R1	2
AstA-R2	1
AstC	0
AstC-R1	0
AstC-R2	0
AstCC	0
Asx	1076
Atac1	124
Atac2	213
Atac3	279
Ate1	416
Atet	818
Atf-2	129
Atf3	132
Atf6	238
Atg1	766
Atg10	21
Atg101	174
Atg12	42
Atg13	329
Atg14	536
Atg16	718
Atg17	1068
Atg18a	980
Atg18b	384
Atg2	1412
Atg3	316
Atg4a	642
Atg4b	207
Atg5	200
Atg6	137
Atg7	113
Atg8a	1448
Atg8b	0
Atg9	955
Atox1	80
Atpalpha	8049
